target_chembl,uniprot,gene_symbol,pref_name,protein_class,n_mols,metal_enzyme_risk
CHEMBL4523250,P59535,TAS2R40,Taste receptor type 2 member 40,Taste receptor (taste family GPCR),1,0
CHEMBL4523251,P59537,TAS2R43,Taste receptor type 2 member 43,Taste receptor (taste family GPCR),1,0
CHEMBL4523252,P59539,TAS2R45,Taste receptor type 2 member 45,Taste receptor (taste family GPCR),1,0
CHEMBL4523254,P59541,TAS2R30,Taste receptor type 2 member 30,Taste receptor (taste family GPCR),1,0
CHEMBL4523255,P59542,TAS2R19,Taste receptor type 2 member 19,Taste receptor (taste family GPCR),1,0
CHEMBL4523256,P60604,UBE2G2,Ubiquitin-conjugating enzyme E2 G2,Transferase,1,0
CHEMBL4523266,P81277,PRLH,Prolactin-releasing peptide,Secreted protein,1,0
CHEMBL4523270,P98187,CYP4F8,Cytochrome P450 4F8,Oxidoreductase,1,0
CHEMBL4523275,Q03518,TAP1,Antigen peptide transporter 1,Unclassified protein,1,0
CHEMBL4523279,Q08397,LOXL1,Lysyl oxidase homolog 1,Oxidoreductase,1,0
CHEMBL4523282,Q10472,GALNT1,Polypeptide N-acetylgalactosaminyltransferase 1,Transferase,1,0
CHEMBL4523287,Q13620,CUL4B,Cullin-4B,Unclassified protein,1,0
CHEMBL4523291,Q14435,GALNT3,Polypeptide N-acetylgalactosaminyltransferase 3,Transferase,1,0
CHEMBL4523293,Q14653,IRF3,Interferon regulatory factor 3,Transcription factor,1,0
CHEMBL4523297,Q14849,STARD3,StAR-related lipid transfer protein 3,Unclassified protein,1,0
CHEMBL4523300,Q15544,TAF11,Transcription initiation factor TFIID subunit 11,Transcription factor,1,0
CHEMBL4523346,Q6P587,FAHD1,"Oxaloacetate tautomerase FAHD1, mitochondrial",Hydrolase,1,0
CHEMBL4523360,Q7RTR8,TAS2R42,Taste receptor type 2 member 42,Taste receptor (taste family GPCR),1,0
CHEMBL4523364,Q7Z4V5,HDGFL2,Hepatoma-derived growth factor-related protein 2,PWWP domain,1,0
CHEMBL4523371,Q86SR1,GALNT10,Polypeptide N-acetylgalactosaminyltransferase 10,Transferase,1,0
CHEMBL4523378,Q86WV7,CCDC43,Coiled-coil domain-containing protein 43,Unclassified protein,1,0
CHEMBL4523392,Q8IUC8,GALNT13,Polypeptide N-acetylgalactosaminyltransferase 13,Transferase,1,0
CHEMBL4523400,Q8NCL4,GALNT6,Polypeptide N-acetylgalactosaminyltransferase 6,Transferase,1,0
CHEMBL4523427,Q96FL9,GALNT14,Polypeptide N-acetylgalactosaminyltransferase 14,Transferase,1,0
CHEMBL4523433,Q96T54,KCNK17,Potassium channel subfamily K member 17,Two-pore domain potassium channel,1,0
CHEMBL4523469,Q9NWH9,SLTM,SAFB-like transcription modulator,Unclassified protein,1,0
CHEMBL4523471,Q9NYV9,TAS2R13,Taste receptor type 2 member 13,Taste receptor (taste family GPCR),1,0
CHEMBL4523472,Q9NYW3,TAS2R7,Taste receptor type 2 member 7,Taste receptor (taste family GPCR),1,0
CHEMBL4523473,Q9NYW4,TAS2R5,Taste receptor type 2 member 5,Taste receptor (taste family GPCR),1,0
CHEMBL4523474,Q9NYW6,TAS2R3,Taste receptor type 2 member 3,Taste receptor (taste family GPCR),1,0
CHEMBL4523475,Q9NYW7,TAS2R1,Taste receptor type 2 member 1,Taste receptor (taste family GPCR),1,0
CHEMBL4523489,Q9UKJ3,GPATCH8,G patch domain-containing protein 8,Unclassified protein,1,0
CHEMBL4523504,Q9Y223,GNE,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase,Transferase,1,0
CHEMBL4523595,P49917,LIG4,DNA ligase 4,Ligase,1,0
CHEMBL4523597,P62979,RPS27A,Ubiquitin-ribosomal protein eS31 fusion protein,Other cytosolic protein,1,0
CHEMBL4523865,P48960,ADGRE5,Adhesion G protein-coupled receptor E5,Family B G protein-coupled receptor,1,0
CHEMBL4523866,P49685,GPR15,G-protein coupled receptor 15,Family A G protein-coupled receptor,1,0
CHEMBL4524025,Q99598,TSNAX,Translin-associated protein X,Unclassified protein,1,0
CHEMBL4524033,P00505,GOT2,"Aspartate aminotransferase, mitochondrial",Transferase,1,0
CHEMBL4524042,Q96RU8,TRIB1,Tribbles homolog 1,Unclassified protein,1,0
CHEMBL4630805,O75807,PPP1R15A,Protein phosphatase 1 regulatory subunit 15A,Protein phosphatase regulatory subunit,1,0
CHEMBL4630815,P33992,MCM5,DNA replication licensing factor MCM5,Hydrolase,1,0
CHEMBL4630819,P41227,NAA10,N-alpha-acetyltransferase 10,Transferase,1,0
CHEMBL4630824,Q10567,AP1B1,AP-1 complex subunit beta-1,Unclassified protein,1,0
CHEMBL4630830,Q5SWA1,PPP1R15B,Protein phosphatase 1 regulatory subunit 15B,Protein phosphatase regulatory subunit,1,0
CHEMBL4630837,Q693B1,KCTD11,BTB/POZ domain-containing protein KCTD11,Unclassified protein,1,0
CHEMBL4630863,Q9UBU8,MORF4L1,Mortality factor 4-like protein 1,Unclassified protein,1,0
CHEMBL4680022,O60488,ACSL4,Long-chain-fatty-acid--CoA ligase 4,Ligase,1,0
CHEMBL4680040,Q9BQT8,SLC25A21,Mitochondrial 2-oxodicarboxylate carrier,Unclassified protein,1,0
CHEMBL4739701,Q96JP5,ZFP91,E3 ubiquitin-protein ligase ZFP91,Transferase,1,0
CHEMBL4802017,Q9HBL8,NMRAL1,NmrA-like family domain-containing protein 1,Unclassified protein,1,0
CHEMBL4804244,P29966,MARCKS,Myristoylated alanine-rich C-kinase substrate,Unclassified protein,1,0
CHEMBL4879423,O95166,GABARAP,Gamma-aminobutyric acid receptor-associated protein,Unclassified protein,1,0
CHEMBL4879424,O95785,WIZ,Protein Wiz,Unclassified protein,1,0
CHEMBL4879445,P60520,GABARAPL2,Gamma-aminobutyric acid receptor-associated protein-like 2,Unclassified protein,1,0
CHEMBL4879492,Q8IXL6,FAM20C,Extracellular serine/threonine protein kinase FAM20C,Transferase,1,0
CHEMBL4879501,Q96BZ4,PLD4,5'-3' exonuclease PLD4,Hydrolase,1,0
CHEMBL4879505,Q9BXW4,MAP1LC3C,Microtubule-associated protein 1 light chain 3 gamma,Unclassified protein,1,0
CHEMBL4879515,Q9H0R8,GABARAPL1,Gamma-aminobutyric acid receptor-associated protein-like 1,Unclassified protein,1,0
CHEMBL5169108,P02458,COL2A1,Collagen alpha-1(II) chain,Structural protein,1,0
CHEMBL5169109,P05111,INHA,Inhibin alpha chain,Unclassified protein,1,0
CHEMBL5169113,P0DPA2,VSIG8,V-set and immunoglobulin domain-containing protein 8,Unclassified protein,1,0
CHEMBL5169142,Q00266,MAT1A,S-adenosylmethionine synthase isoform type-1,Transferase,1,0
CHEMBL5169169,Q71SY5,MED25,Mediator of RNA polymerase II transcription subunit 25,Unclassified protein,1,0
CHEMBL5169175,Q8IYW5,RNF168,E3 ubiquitin-protein ligase RNF168,Transferase,1,0
CHEMBL5169180,Q8WVB3,HEXD,Hexosaminidase D,Hydrolase,1,0
CHEMBL5169181,Q8WYN0,ATG4A,Cysteine protease ATG4A,Hydrolase,1,0
CHEMBL5209631,Q86UD5,SLC9B2,Sodium/hydrogen exchanger 9B2,SLC09 family of sodium/hydrogen exchangers,1,0
CHEMBL5209634,P48029,SLC6A8,Sodium- and chloride-dependent creatine transporter 1,SLC06 neurotransmitter transporter family,1,0
CHEMBL5209841,O75955,FLOT1,Flotillin-1,Unclassified protein,1,0
CHEMBL5214853,P12872,MLN,Promotilin,Unclassified protein,1,0
CHEMBL5214861,Q9NQW5,PRDM7,Histone-lysine N-methyltransferase PRDM7,Transferase,1,0
CHEMBL5291517,Q6ZMG9,CERS6,Ceramide synthase 6,Transferase,1,0
CHEMBL5291519,Q8TF40,FNIP1,Folliculin-interacting protein 1,Unclassified protein,1,0
CHEMBL5291526,P27544,CERS1,Ceramide synthase 1,Transferase,1,0
CHEMBL5291528,Q8N143,BCL6B,B-cell CLL/lymphoma 6 member B protein,Unclassified protein,1,0
CHEMBL5291534,Q5DX21,IGSF11,Immunoglobulin superfamily member 11,Unclassified protein,1,0
CHEMBL5291543,Q8IYM2,SLFN12,Ribonuclease SLFN12,Hydrolase,1,0
CHEMBL5291549,P09497,CLTB,Clathrin light chain B,Structural protein,1,0
CHEMBL5291554,P06850,CRH,Corticoliberin,Secreted protein,1,0
CHEMBL5291559,P52888,THOP1,Thimet oligopeptidase,Hydrolase,1,0
CHEMBL5291561,Q9NZH8,IL36G,Interleukin-36 gamma,Secreted protein,1,0
CHEMBL5291566,Q7Z569,BRAP,BRCA1-associated protein,Transferase,1,0
CHEMBL5291570,Q9HA82,CERS4,Ceramide synthase 4,Transferase,1,0
CHEMBL5291586,Q8WU20,FRS2,Fibroblast growth factor receptor substrate 2,Unclassified protein,1,0
CHEMBL5291587,Q9UK73,FEM1B,Protein fem-1 homolog B,Unclassified protein,1,0
CHEMBL5291596,Q8NFA2,NOXO1,NADPH oxidase organizer 1,Unclassified protein,1,0
CHEMBL5291601,Q53GS9,USP39,Ubiquitin carboxyl-terminal hydrolase 39,Hydrolase,1,0
CHEMBL5291609,Q93034,CUL5,Cullin-5,Unclassified protein,1,0
CHEMBL5305043,Q8NBQ5,HSD17B11,Estradiol 17-beta-dehydrogenase 11,Oxidoreductase,1,0
CHEMBL5465260,O15525,MAFG,Transcription factor MafG,Transcription factor,1,0
CHEMBL5465275,O60493,SNX3,Sorting nexin-3,Unclassified protein,1,0
CHEMBL5465281,O95070,YIF1A,Protein YIF1A,Unclassified protein,1,0
CHEMBL5465282,O95757,HSPA4L,Heat shock 70 kDa protein 4L,Unclassified protein,1,0
CHEMBL5465301,Q02962,PAX2,Paired box protein Pax-2,Unclassified protein,1,0
CHEMBL5465302,Q03252,LMNB2,Lamin-B2,Structural protein,1,0
CHEMBL5465304,Q12874,SF3A3,Splicing factor 3A subunit 3,Other nuclear protein,1,0
CHEMBL5465316,Q5KSL6,DGKK,Diacylglycerol kinase kappa,Transferase,1,0
CHEMBL5465329,Q8IWS0,PHF6,PHD finger protein 6,Unclassified protein,1,0
CHEMBL5465332,Q8N6T3,ARFGAP1,ADP-ribosylation factor GTPase-activating protein 1,Unclassified protein,1,0
CHEMBL5465341,Q92925,SMARCD2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2,Unclassified protein,1,0
CHEMBL5465344,Q96DH6,MSI2,RNA-binding protein Musashi homolog 2,Unclassified protein,1,0
CHEMBL5465346,Q99942,RNF5,E3 ubiquitin-protein ligase RNF5,Transferase,1,0
CHEMBL5465358,Q9H5Z1,DHX35,Probable ATP-dependent RNA helicase DHX35,Hydrolase,1,0
CHEMBL5465362,Q9NRD9,DUOX1,Dual oxidase 1,Oxidoreductase,1,0
CHEMBL5465364,Q9UGI8,TES,Testin,Structural protein,1,0
CHEMBL5465366,Q9UHA4,LAMTOR3,Ragulator complex protein LAMTOR3,Unclassified protein,1,0
CHEMBL5465370,Q14520,HABP2,Hyaluronan-binding protein 2,Hydrolase,1,0
CHEMBL5465545,P08134,RHOC,Rho-related GTP-binding protein RhoC,Unclassified protein,1,0
CHEMBL5465552,P60510,PPP4C,Serine/threonine-protein phosphatase 4 catalytic subunit,Hydrolase,1,0
CHEMBL5723581,O94830,DDHD2,Triacylglycerol hydrolase DDHD2,Hydrolase,1,0
CHEMBL5724590,P36021,SLC16A2,Monocarboxylate transporter 8,SLC16 family of monocarboxylate transporters,1,0
CHEMBL5724603,Q9UKN8,GTF3C4,General transcription factor 3C polypeptide 4,Transferase,1,0
CHEMBL5724604,Q9UBB9,TFIP11,Tuftelin-interacting protein 11,Unclassified protein,1,0
CHEMBL5724611,Q9NX24,NHP2,H/ACA ribonucleoprotein complex subunit 2,Unclassified protein,1,0
CHEMBL5724615,O43847,NRDC,Nardilysin,Hydrolase,1,0
CHEMBL5724616,Q9H649,NSUN3,"tRNA (cytosine(34)-C(5))-methyltransferase, mitochondrial",Transferase,1,0
CHEMBL5724617,Q96HR8,NAF1,H/ACA ribonucleoprotein complex non-core subunit NAF1,Unclassified protein,1,0
CHEMBL5724618,P49321,NASP,Nuclear autoantigenic sperm protein,Unclassified protein,1,0
CHEMBL5724620,P55160,NCKAP1L,Nck-associated protein 1-like,Unclassified protein,1,0
CHEMBL5724623,Q93074,MED12,Mediator of RNA polymerase II transcription subunit 12,Unclassified protein,1,0
CHEMBL5724624,Q15648,MED1,Mediator of RNA polymerase II transcription subunit 1,Unclassified protein,1,0
CHEMBL5724625,Q9Y2X0,MED16,Mediator of RNA polymerase II transcription subunit 16,Unclassified protein,1,0
CHEMBL5724626,Q96T58,SPEN,Msx2-interacting protein,Unclassified protein,1,0
CHEMBL5724627,P19105,MYL12A,Myosin regulatory light chain 12A,Unclassified protein,1,0
CHEMBL5724630,Q13613,MTMR1,Phosphatidylinositol-3-phosphate phosphatase MTMR1,Hydrolase,1,0
CHEMBL5724632,Q96EZ8,MCRS1,Microspherule protein 1,Unclassified protein,1,0
CHEMBL5724634,Q9Y4W2,LAS1L,Ribosomal biogenesis protein LAS1L,Hydrolase,1,0
CHEMBL5724636,Q8WVC0,LEO1,RNA polymerase-associated protein LEO1,Unclassified protein,1,0
CHEMBL5724641,Q8IWC1,MAP7D3,MAP7 domain-containing protein 3,Unclassified protein,1,0
CHEMBL5724645,O60942,RNGTT,mRNA-capping enzyme,Transferase,1,0
CHEMBL5724649,Q96ST2,IWS1,Protein IWS1 homolog,Unclassified protein,1,0
CHEMBL5724650,Q8WVV9,HNRNPLL,Heterogeneous nuclear ribonucleoprotein L-like,Unclassified protein,1,0
CHEMBL5724653,Q9NZL4,HSPBP1,Hsp70-binding protein 1,Unclassified protein,1,0
CHEMBL5724654,P52294,KPNA1,Importin subunit alpha-5,Unclassified protein,1,0
CHEMBL5724655,O60684,KPNA6,Importin subunit alpha-7,Unclassified protein,1,0
CHEMBL5724656,Q6PI98,INO80C,INO80 complex subunit C,Unclassified protein,1,0
CHEMBL5724657,Q9ULG1,INO80,Chromatin-remodeling ATPase INO80,Hydrolase,1,0
CHEMBL5724659,Q9UL03,INTS6,Integrator complex subunit 6,Unclassified protein,1,0
CHEMBL5724660,Q9NV88,INTS9,Integrator complex subunit 9,Unclassified protein,1,0
CHEMBL5724672,Q9Y3E1,HDGFL3,Hepatoma-derived growth factor-related protein 3,Unclassified protein,1,0
CHEMBL5724673,Q9BW71,HIRIP3,HIRA-interacting protein 3,Unclassified protein,1,0
CHEMBL5724675,P54198,HIRA,Protein HIRA,Unclassified protein,1,0
CHEMBL5724681,O95466,FMNL1,Formin-like protein 1,Unclassified protein,1,0
CHEMBL5724682,Q14331,FRG1,Protein FRG1,Unclassified protein,1,0
CHEMBL5724686,Q6UN15,FIP1L1,Pre-mRNA 3'-end-processing factor FIP1,Unclassified protein,1,0
CHEMBL5724688,Q8TEQ6,GEMIN5,Gem-associated protein 5,Unclassified protein,1,0
CHEMBL5724694,Q9UI36,DACH1,Dachshund homolog 1,Unclassified protein,1,0
CHEMBL5724735,P51816,AFF2,AF4/FMR2 family member 2,Unclassified protein,1,0
CHEMBL5724742,Q8NE71,ABCF1,ATP-binding cassette sub-family F member 1,Unclassified protein,1,0
CHEMBL5724743,Q9NRW3,APOBEC3C,DNA dC->dU-editing enzyme APOBEC-3C,Hydrolase,1,0
CHEMBL5724744,Q9NRG9,AAAS,Aladin,Unclassified protein,1,0
CHEMBL5724745,O95336,PGLS,6-phosphogluconolactonase,Hydrolase,1,0
CHEMBL5724747,P30153,PPP2R1A,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,Unclassified protein,1,0
CHEMBL5724749,Q9Y6A4,CFAP20,Cilia- and flagella-associated protein 20,Unclassified protein,1,0
CHEMBL5724753,Q13112,CHAF1B,Chromatin assembly factor 1 subunit B,Unclassified protein,1,0
CHEMBL5724757,Q9NWB6,ARGLU1,Arginine and glutamate-rich protein 1,Unclassified protein,1,0
CHEMBL5724760,Q9UJV9,DDX41,Probable ATP-dependent RNA helicase DDX41,Hydrolase,1,0
CHEMBL5724761,Q9BT78,COPS4,COP9 signalosome complex subunit 4,Unclassified protein,1,0
CHEMBL5724763,P42695,NCAPD3,Condensin-2 complex subunit D3,Unclassified protein,1,0
CHEMBL5724765,Q7Z460,CLASP1,CLIP-associating protein 1,Unclassified protein,1,0
CHEMBL5724766,Q86WJ1,CHD1L,Chromodomain-helicase-DNA-binding protein 1-like,Hydrolase,1,0
CHEMBL5724767,P38432,COIL,Coilin,Unclassified protein,1,0
CHEMBL5724770,Q8NFC6,BOD1L1,Biorientation of chromosomes in cell division protein 1-like 1,Unclassified protein,1,0
CHEMBL5724771,Q9NZM4,BICRA,BRD4-interacting chromatin-remodeling complex-associated protein,Unclassified protein,1,0
CHEMBL5724773,Q9UER7,DAXX,Death domain-associated protein 6,Unclassified protein,1,0
CHEMBL5724775,O43583,DENR,Density-regulated protein,Unclassified protein,1,0
CHEMBL5724776,Q6UX04,CWC27,Spliceosome-associated protein CWC27 homolog,Unclassified protein,1,0
CHEMBL5724777,Q69YQ0,SPECC1L,Cytospin-A,Unclassified protein,1,0
CHEMBL5724778,Q9HCG8,CWC22,Pre-mRNA-splicing factor CWC22 homolog,Unclassified protein,1,0
CHEMBL5724780,O43809,NUDT21,Cleavage and polyadenylation specificity factor subunit 5,Unclassified protein,1,0
CHEMBL5724782,Q69YH5,CDCA2,Cell division cycle-associated protein 2,Unclassified protein,1,0
CHEMBL5724783,Q3L8U1,CHD9,Chromodomain-helicase-DNA-binding protein 9,Hydrolase,1,0
CHEMBL5724784,Q96JM3,CHAMP1,Chromosome alignment-maintaining phosphoprotein 1,Unclassified protein,1,0
CHEMBL5724787,Q6P1J9,CDC73,Parafibromin,Unclassified protein,1,0
CHEMBL5724788,Q8IWX8,CHERP,Calcium homeostasis endoplasmic reticulum protein,Unclassified protein,1,0
CHEMBL5724791,P55061,TMBIM6,Bax inhibitor 1,Unclassified protein,1,0
CHEMBL5724794,Q05682,CALD1,Caldesmon,Unclassified protein,1,0
CHEMBL5724795,P13987,CD59,CD59 glycoprotein,Unclassified protein,1,0
CHEMBL5724805,Q8WXX5,DNAJC9,DnaJ homolog subfamily C member 9,Unclassified protein,1,0
CHEMBL5724910,Q08554,DSC1,Desmocollin-1,Unclassified protein,1,0
CHEMBL5725004,P55199,ELL,RNA polymerase II elongation factor ELL,Unclassified protein,1,0
CHEMBL5725005,P60981,DSTN,Destrin,Unclassified protein,1,0
CHEMBL5725006,Q7L2H7,EIF3M,Eukaryotic translation initiation factor 3 subunit M,Unclassified protein,1,0
CHEMBL5725012,Q9H9F9,ACTR5,Actin-related protein 5,Unclassified protein,1,0
CHEMBL5725016,Q68CP9,ARID2,AT-rich interactive domain-containing protein 2,Unclassified protein,1,0
CHEMBL5725020,Q9H981,ACTR8,Actin-related protein 8,Unclassified protein,1,0
CHEMBL5725023,Q9UBB4,ATXN10,Ataxin-10,Unclassified protein,1,0
CHEMBL5725027,Q9UHB6,LIMA1,LIM domain and actin-binding protein 1,Unclassified protein,1,0
CHEMBL5725028,P62304,SNRPE,Small nuclear ribonucleoprotein E,Unclassified protein,1,0
CHEMBL5725030,Q9H7L9,SUDS3,Sin3 histone deacetylase corepressor complex component SDS3,Unclassified protein,1,1
CHEMBL5725031,P63244,RACK1,Small ribosomal subunit protein RACK1,Other cytosolic protein,1,0
CHEMBL5725034,P62318,SNRPD3,Small nuclear ribonucleoprotein Sm D3,Unclassified protein,1,0
CHEMBL5725039,P17010,ZFX,Zinc finger X-chromosomal protein,Transcription factor,1,0
CHEMBL5725040,O14933,UBE2L6,Ubiquitin/ISG15-conjugating enzyme E2 L6,Transferase,1,0
CHEMBL5725044,Q7Z5K2,WAPL,Wings apart-like protein homolog,Unclassified protein,1,0
CHEMBL5725047,P17480,UBTF,Nucleolar transcription factor 1,Unclassified protein,1,0
CHEMBL5725049,Q12824,SMARCB1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,Unclassified protein,1,0
CHEMBL5725053,O95218,ZRANB2,Zinc finger Ran-binding domain-containing protein 2,Unclassified protein,1,0
CHEMBL5725055,Q9UNX4,WDR3,WD repeat-containing protein 3,WDR domain,1,0
CHEMBL5725059,Q9H7D7,WDR26,WD repeat-containing protein 26,WDR domain,1,0
CHEMBL5725063,P53999,SUB1,Activated RNA polymerase II transcriptional coactivator p15,Unclassified protein,1,0
CHEMBL5725065,Q96GM8,TOE1,Target of EGR1 protein 1,Unclassified protein,1,0
CHEMBL5725071,Q12789,GTF3C1,General transcription factor 3C polypeptide 1,Unclassified protein,1,0
CHEMBL5725078,Q16594,TAF9,Transcription initiation factor TFIID subunit 9,Unclassified protein,1,0
CHEMBL5725080,Q53T94,TAF1B,TATA box-binding protein-associated factor RNA polymerase I subunit B,Unclassified protein,1,0
CHEMBL5725084,P49458,SRP9,Signal recognition particle 9 kDa protein,Unclassified protein,1,0
CHEMBL5725085,P50452,SERPINB8,Serpin B8,Unclassified protein,1,0
CHEMBL5725088,P18583,SON,Protein SON,Unclassified protein,1,0
CHEMBL5725090,Q96GM5,SMARCD1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1,Unclassified protein,1,0
CHEMBL5725094,P48595,SERPINB10,Serpin B10,Unclassified protein,1,0
CHEMBL5725096,Q13573,SNW1,SNW domain-containing protein 1,Unclassified protein,1,0
CHEMBL5725097,A6NHR9,SMCHD1,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,Hydrolase,1,0
CHEMBL5725098,P09012,SNRPA,U1 small nuclear ribonucleoprotein A,Unclassified protein,1,0
CHEMBL5725100,Q5SXM2,SNAPC4,snRNA-activating protein complex subunit 4,Unclassified protein,1,0
CHEMBL5725101,Q9GZS3,SKIC8,Superkiller complex protein 8,Unclassified protein,1,0
CHEMBL5725103,Q969G3,SMARCE1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,Unclassified protein,1,0
CHEMBL5725107,O00422,SAP18,Histone deacetylase complex subunit SAP18,Unclassified protein,1,1
CHEMBL5725108,Q15459,SF3A1,Splicing factor 3A subunit 1,Other nuclear protein,1,0
CHEMBL5725112,Q9BY42,RTF2,Replication termination factor 2,Unclassified protein,1,0
CHEMBL5725113,P61619,SEC61A1,Protein transport protein Sec61 subunit alpha isoform 1,Unclassified protein,1,0
CHEMBL5725115,Q15637,SF1,Splicing factor 1,Unclassified protein,1,0
CHEMBL5725123,Q99613,EIF3C,Eukaryotic translation initiation factor 3 subunit C,Unclassified protein,1,0
CHEMBL5725124,Q9NPA8,ENY2,Transcription and mRNA export factor ENY2,Unclassified protein,1,0
CHEMBL5725126,Q9NPD3,EXOSC4,Exosome complex component RRP41,Unclassified protein,1,0
CHEMBL5725127,Q9UHR5,SAP30BP,SAP30-binding protein,Unclassified protein,1,0
CHEMBL5725128,P05109,S100A8,Protein S100-A8,Unclassified protein,1,0
CHEMBL5725129,Q5VT52,RPRD2,Regulation of nuclear pre-mRNA domain-containing protein 2,Unclassified protein,1,0
CHEMBL5725131,Q92541,RTF1,RNA polymerase-associated protein RTF1 homolog,Unclassified protein,1,0
CHEMBL5725132,Q8TEM1,NUP210,Nuclear pore membrane glycoprotein 210,Unclassified protein,1,0
CHEMBL5725135,Q9BQY4,RHOXF2,Rhox homeobox family member 2,Unclassified protein,1,0
CHEMBL5725137,P49247,RPIA,Ribose-5-phosphate isomerase,Isomerase,1,0
CHEMBL5725138,Q8TF01,PNISR,Arginine/serine-rich protein PNISR,Unclassified protein,1,0
CHEMBL5725141,P35250,RFC2,Replication factor C subunit 2,Unclassified protein,1,0
CHEMBL5725143,Q9GZS1,POLR1E,DNA-directed RNA polymerase I subunit RPA49,Unclassified protein,1,0
CHEMBL5725146,Q9H307,PNN,Pinin,Unclassified protein,1,0
CHEMBL5725149,O43395,PRPF3,U4/U6 small nuclear ribonucleoprotein Prp3,Unclassified protein,1,0
CHEMBL5725150,P49756,RBM25,RNA-binding protein 25,Unclassified protein,1,0
CHEMBL5725152,Q9NW64,RBM22,Pre-mRNA-splicing factor RBM22,Unclassified protein,1,0
CHEMBL5725153,Q8WUA2,PPIL4,Peptidyl-prolyl cis-trans isomerase-like 4,Isomerase,1,0
CHEMBL5725157,Q9NS91,RAD18,E3 ubiquitin-protein ligase RAD18,Transferase,1,0
CHEMBL5725158,Q9ULL5,PRR12,Proline-rich protein 12,Unclassified protein,1,0
CHEMBL5725160,Q8IYS1,PM20D2,Xaa-Arg dipeptidase,Hydrolase,1,0
CHEMBL5725161,Q8WXF1,PSPC1,Paraspeckle component 1,Unclassified protein,1,0
CHEMBL5725163,Q96QC0,PPP1R10,Serine/threonine-protein phosphatase 1 regulatory subunit 10,Unclassified protein,1,0
CHEMBL5725165,Q8WWY3,PRPF31,U4/U6 small nuclear ribonucleoprotein Prp31,Unclassified protein,1,0
